ID	hapR	vpsR	vpsT	vpsR,vpsT	vpsR,hapR	vpsT,hapR	vpsR,vpsT,hapR
VC0868	0.41794957	1.416851462	-0.001105584	0.166375424	1.491411292	0.663713514	0.045411493
VC0869	0.32344599	-1.887608333	-1.736718605	-2.72126715	0.780631144	1.283705508	-0.061702275
VC0870	-0.039601377	0.75807951	0.377668704	0.592120479	0.70508607	0.597010782	0.041535038
VC0871	0.029309737	0.454637344	0.160256629	-0.101625506	0.005505959	0.363063743	-0.200517747
VC0872	-0.088058494	0.341750633	0.04768355	-0.244444459	-0.300085191	0.177499726	-0.311097304
VC0873	-0.048040291	-0.172839307	0.390608729	-0.059602103	-0.137811231	0.437916382	-0.266706856
VC0874	-0.135385735	0.412567469	0.040982761	0.029415536	-0.224362314	0.15403021	#DIV/0!
VC0875	-0.070761227	-0.136046362	-0.035055444	-0.00599025	-0.397319838	0.399319241	0.049495783
VC0876	-0.060665785	-0.057612072	-0.067645724	-0.092596386	-0.290037894	-0.009697383	0.010880888
VC0877	0.066232742	0.312161789	-0.090085802	0.062208144	0.388301678	-0.314016103	-0.036211426
VC0878	0.198609083	0.20957924	0.767842842	0.345893108	0.610511034	0.103304902	-0.150550046
VC0879	0.597208924	0.31282887	0.822912103	0.333007967	0.435111894	0.215023342	0.223946528
VC0880	1.320696446	-0.392885676	0.967280314	0.017295521	0.805590601	0.642205951	1.360926403
VC0881	-0.094149757	-0.474414291	-0.120946318	-0.321242783	-0.215971454	0.111197515	0.189518086
VC0882	-0.333132187	-0.135156003	-0.135303291	0.004705488	-0.135015098	0.035678105	0.549400884
VC0883	0.289134781	1.395766056	0.420963227	0.462490801	-0.446210804	0.52926157	0.859196552
VC0884	0.395362104	-0.163860158	0.038576935	-0.099365869	-0.19660701	0.05230769	-0.146061698
VC0885	0.355064372	-0.156496821	0.091496347	0.083299296	0.221808494	0.253522552	0.41739784
VC0886	0.382696815	-0.000985384	0.177893145	0.000764823	0.981665992	0.122537815	0.215797255
VC0887	-0.107386656	-0.148650387	0.025173732	0.086579345	-0.23099379	0.254281629	0.232347377
VC0888	-0.113489987	-0.156283607	-0.260027721	-0.082448964	0.305997632	-0.051338952	0.128033364
VC0889	-0.009001039	-0.053084134	0.084298712	0.087122068	0.316711348	0.013047816	0.292187402
VC0890	0.081276251	-0.302229559	-0.13054035	-0.308267182	-0.175067703	0.03742	-0.135320707
VC0891	0.332242428	-0.225429881	0.000490968	0.057112288	0.114318296	-0.151551464	0.050181622
VC0892	-0.189971244	-0.019859452	-0.014318737	-0.134733046	-0.378383069	-0.07539205	0.145172281
VC0893	0.064443595	0.022369132	0.173728461	-0.048925054	0.501847206	0.358361118	0.37332299
VC0894	-0.062354442	-0.194860622	0.078935442	0.010908998	-0.011119357	-0.254675621	0.429497316
VC0895	0.428010055	-0.943898851	0.001082896	-0.107428026	0.436284571	0.27126383	1.911984085
VC0896	-0.241878511	0.00353256	-0.184779628	-0.096069022	-0.288380864	-0.149717929	-0.235032267
VC0897	-0.276641737	0.092921772	-0.145845274	-0.016196981	-0.177015346	-0.089176066	0.003070261
VC0898	-0.24440732	-0.420851002	-0.584131494	-0.52504399	-0.412677483	-0.36516666	0.341160264
VC0899	0.270024636	0.177751691	0.067420011	0.117413261	-0.000240147	0.200565463	-0.256354354
VC0900	0.98786346	-0.60687045	-0.514960413	-0.678912584	0.491650572	0.255685045	0.613575678
VC0901	-0.131075348	0.008241225	-0.005007157	0.099986411	0.080670291	-0.007498026	-0.024908065
VC0902	-0.069077462	-0.107133784	-0.149615852	0.024300967	0.208546987	-0.121219577	-0.078209107
VC0903	0.012555743	-0.307243714	-0.211438299	-0.246988618	-0.181105973	0.021098403	0.03004518
VC0904	0.056253207	-0.214017465	-0.173793951	-0.306310808	0.068378408	0.085518495	-0.119506926
VC0905	0.344731334	-0.220371576	-0.447506615	-0.136514281	-0.374091569	-0.162379076	0.044785632
VC0906	-0.296133195	0.100919065	-0.020761101	0.002811676	-0.049617492	-0.179118647	0.347197031
VC0907	-0.025013804	-0.106576996	-0.137610443	-0.151114436	-0.034648197	-0.06238141	-0.067711701
VC0908	-0.130479318	0.097061589	0.003789446	-0.213602922	-0.052942453	-0.001262114	-0.150027492
VC0909	-0.084149819	0.174726277	-0.005117665	0.016291275	0.056322514	-0.011772988	0.100857146
VC0910	0.915528918	-0.723105476	-0.802837403	-0.637270751	0.811852448	0.323884331	-0.224914846
VC0911	0.417666058	-0.58897328	-0.811117855	-0.787763859	0.405307423	-0.032471159	-0.009349695
VC0912	0.02418049	-0.190403951	0.056423035	-0.003829876	0.110632189	0.380227133	0.108561068
VC0913	0.105428831	0.114074597	0.208892286	0.002044428	0.587574659	0.23934331	0.148715304
VC0914	-0.070371742	-0.042944055	0.228894925	0.10864265	0.011265027	0.268809379	0.122279001
VC0915	-0.029394326	-0.043985994	0.136362634	-0.101424428	-0.258555324	-0.020262993	-0.011473822
VC0916	0.264335454	-4.368016161	-2.23836115	-5.001849927	-3.908204535	-0.769205236	-3.993430388
VC0917	0.038522212	-3.1997328	-2.225524381	-4.103203276	-3.926686379	-0.716465495	-3.37383464
VC0918	0.008848909	-4.344626192	-2.740633168	-5.040339062	-5.583804098	-0.748991175	-4.4982516
VC0919	0.072354437	-4.041904227	-2.631412711	-4.538316615	-4.887204516	-0.583520361	-3.47081467
VC0920	0.032977843	-2.518255826	-1.604939464	-2.026946975	-2.766496284	-0.446629319	-1.312192762
VC0921	0.109360534	-1.624464461	-0.963434488	-1.666259316	-2.239038162	-0.268989655	-1.190097041
VC0922	-0.005165331	-3.279930463	-2.424708371	-3.921077812	-3.965607598	-0.67038006	-2.851702664
VC0923	0.197610225	-0.705946633	-0.535312784	-0.460357584	-1.298319832	-0.027044333	-0.20823414
VC0924	-0.004963734	-2.950583601	-2.283448614	-3.05733057	-3.686927703	-0.73658502	-2.818761211
VC0925	0.037817501	-3.255912367	-2.2875872	-3.417905859	-4.182194104	-0.617459073	-3.060702069
VC0926	-0.012735899	-3.512151199	-2.685558833	-3.832492522	-4.063797576	-0.973667497	-3.839363995
VC0927	0.094931668	-3.124227678	-1.965199202	-2.914960708	-3.476508838	-0.688931715	-2.42182519
VC0928	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
VC0929	-0.249393235	-2.557298049	-0.573576507	-2.430484386	-3.123469454	-0.254858041	-2.184309642
VC0930	0.031885808	-5.607392855	-1.824688184	-5.774749843	-5.861748007	-0.690704478	-6.359516793
VC0931	0.204779329	-2.470557696	-1.861700256	-2.74707924	-4.280904602	-1.206886172	-2.72799404
VC0932	0.410996004	-4.976487638	-4.177699076	-5.394355032	-6.095838221	-1.742100798	-5.182104282
VC0933	0.40555361	-5.553234289	-4.390770589	-5.6540701	-5.986609918	-1.793107548	-5.777926913
VC0934	0.312854515	-1.054378599	-1.694487359	-1.158184683	-1.435984375	-0.789242023	-0.319935643
VC0935	0.406923879	-5.868537145	-5.09798863	-6.513892005	-6.416413658	-2.143314194	-6.327875467
VC0936	0.430452569	-4.290876813	-4.053670465	-4.874168321	-4.231306972	-2.136078507	-3.37502343
VC0937	0.438854684	-2.684704625	-2.1936254	-3.178114877	-3.905146957	-1.400486208	-3.137801453
VC0938	0.377591805	-0.765995002	-0.730816094	-0.493495073	-1.008676459	-0.33158753	-0.802259692
VC0939	0.325089018	-0.447161411	-0.367053718	-0.916283523	-0.587414732	-0.502997306	-0.777715297
VC0940	0.032693382	-0.304852885	-0.087561798	-0.096457407	0.079212241	-0.198707419	0.136842683
VC0941	0.156022103	-1.063674043	-1.063833371	-1.069430487	0.290788725	-0.037583334	0.311876072
VC0942	0.275270125	-0.620761974	-0.301430896	-0.611095268	-0.253967473	-0.383674881	-1.02318481
VC0943	-0.509880684	-0.032851907	0.017912649	0.103702367	0.759410466	-0.064955224	0.723464755
VC0944	-0.232680669	0.45509353	0.560228993	0.424383879	1.278199537	0.19604308	0.642943473
VC0945	0.395398861	0.225726344	0.718619766	0.766244215	0.308048183	0.332770734	0.868403375
VC0946	0.41093575	-0.015405344	-0.100432078	-0.083861646	-0.648066722	-0.068330892	0.136091125
VC0947	0.029722782	-0.350442083	-0.153552548	-0.253875	-0.230278401	0.136961773	-0.503688638
VC0948	-0.012170865	-0.039116424	-0.086625855	-0.048020813	-0.121346426	-0.103215443	0.317741174
VC0949	-0.091508488	-0.136120291	-0.102339081	-0.144364912	-0.08305476	0.111499343	-0.265286829
VC0950	0.004934805	0.087679967	0.136347441	0.122000656	-0.137878287	-0.045340633	0.404561243
VC0951	-0.114251018	0.036226857	-0.105844668	0.074296878	0.055020045	-0.029690724	0.215619666
VC0952	0.017951829	-0.038480904	0.02279605	0.087840295	0.213955513	-0.037183568	0.090187645
VC0953	0.067637517	-0.135087164	-0.238286605	-0.149281426	0.281839216	0.017624105	0.321575207
VC0954	-0.066023253	-0.0193706	0.038174871	0.08358649	0.035696043	-0.049140787	0.338341452
VC0955	-0.374020651	0.47644669	0.474793885	0.315555081	0.691262102	0.929447609	1.340680663
VC0956	-0.02147524	-0.132693348	-0.20466556	-0.092262237	0.180861387	-0.333827333	0.268480173
VC0957	0.982094175	0.501241533	-0.134022373	0.515487956	-0.524548047	0.407552745	0.481535102
VC0958	-0.148134988	0.30212927	0.307329063	0.28704242	0.290627477	-0.01819267	0.312480286
VC0959	-0.003696818	0.099399677	-0.025633302	-0.22124776	-0.053713847	0.05609332	-0.336368016
VC0960	-0.150929569	-0.136510927	-0.458079845	-0.194322152	-0.103508502	-0.281968568	-0.029369016
VC0961	-0.220488892	-0.306138652	-0.53909403	-0.3099346	-0.152907051	-0.280349986	-0.032477541
VC0962	-0.137394907	0.216532275	0.18571029	0.315971195	0.554028706	-0.087952067	0.316297597
VC0963	0.008825665	0.00705677	-0.047281241	-0.125450066	0.164454585	-0.01476275	-0.027312036
VC0964	0.0372482	-0.278170432	-0.055649764	-0.263289363	-0.361675766	-0.126781494	-0.32992203
VC0965	-0.3507577	-0.544576107	-0.884139331	-0.829277638	-0.069401204	-0.282883983	-0.117127823
VC0966	-0.006984775	-0.629135236	-0.627891961	-0.706671115	-0.097952677	-0.11614658	0.773278425
VC0967	-0.731814747	0.078543723	-0.066384691	0.011657398	0.86588977	-0.268482165	1.206188859
VC0968	-0.297904823	-0.117640035	-0.110307385	0.070029415	1.06909842	0.030144445	0.819311165
VC0969	-0.058378065	0.082357192	-0.057601353	-0.05525296	-0.106823839	0.150576062	-0.41362569
VC0970	0.234581219	-0.132085828	0.195337185	-0.040870203	-0.250380145	0.283523189	0.273166254
VC0971	-0.146608418	0.118763196	0.048290963	0.080702283	-0.076970229	0.26187125	0.007510811
VC0972	0.958310215	0.648245111	0.584693104	0.624973712	0.769924987	0.741049987	-0.096679466
VC0973	0.458142625	-0.011809173	0.207344938	0.277341772	0.677264703	0.358133306	-0.037512407
VC0974	0.456462937	0.121452704	0.082710152	-0.042927821	0.187710817	0.095630643	-0.070586873
VC0975	0.025895869	0.122978425	-0.394728196	-0.081727584	-0.276388552	0.056272416	-0.191789369
VC0976	0.02240047	0.053300277	-0.412029294	-0.085924556	-0.165387428	-0.241950546	-0.195775866
VC0977	0.350765929	-0.297877668	-0.274035489	-0.421699411	0.137981098	-0.01038565	0.735585088
VC0978	-0.032199986	-0.142017784	0.009202871	-0.040561861	-0.191422731	-0.023650866	0.080110117
VC0979	-0.038248766	-0.055868078	-0.090561633	0.083703178	-0.170685505	-0.134213365	-0.374157252
VC0980	0.344848446	-0.124935572	-0.260576414	-0.13717567	-0.066717443	-0.392760976	0.007650581
VC0981	-0.107968103	0.260655324	-0.042514696	0.138340046	-0.090447133	-0.053123125	-0.067051411
VC0982	0.053669909	-0.037422263	0.004475721	-0.058489303	-0.1289442	0.003884388	-0.022068442
VC0983	-0.14430214	0.133222756	-0.303965368	-0.091647411	0.062160504	-0.240505318	-0.182647889
VC0984	-0.414875299	0.078959206	-0.072998203	0.003963018	0.212477156	-0.20696234	0.30557943
VC0985	0.487656634	0.49467056	0.464090203	0.260777369	1.132559673	0.283220005	0.31932242
VC0986	0.020520046	0.17679152	0.264845035	0.222926907	0.257871841	0.065907524	-0.176257078
VC0987	0.017989869	-0.052135393	0.09675831	-0.03896201	0.354113988	0.219525471	0.01346627
VC0988	-0.509437803	0.278226069	0.038548527	-0.030186175	0.122451063	-0.158971184	0.055255386
VC0989	0.163647515	0.386100895	0.361198629	0.172873752	0.094718836	0.111734238	0.199213342
VC0990	0.334297505	0.366488071	0.468700588	0.429992803	0.720031428	0.21285694	0.059322549
VC0991	0.864143968	-0.171588269	-0.431046984	-0.378758593	0.799562886	0.053958864	-0.03472789
VC0992	0.113599908	0.007044297	0.105580386	0.212093822	0.190922827	0.363362226	0.300289084
VC0993	0.793530882	0.130080326	0.14628087	0.236960515	0.271920803	0.447685573	-0.196174795
VC0994	0.285039578	0.361613839	0.369071131	0.282186479	0.104333908	0.236627517	0.121574669
VC0995	0.38153433	-0.124877196	0.028818679	0.076736433	0.545091455	0.519895562	0.365025837
VC0996	-0.107239071	0.570639176	0.151508405	0.383696971	0.383242033	0.092512381	0.855943089
VC0997	-0.091453426	0.123238584	0.171435459	0.152547771	0.271070879	-0.100530274	0.169336262
VC0998_1	0.266722077	-0.067501832	-0.24117299	-0.214016262	-0.145729218	0.1247217	-0.340699245
VC0998_2	-0.188382767	0.078808864	0.14446087	0.137523123	-0.416278036	0.255919363	-0.004357139
VC0999	0.018760148	0.200151307	0.197986608	0.291685634	0.460730287	0.121614344	0.433267988
VC1000	-0.02169629	0.031140063	0.113344581	0.066628008	0.140695168	-0.033439655	0.118497465
VC1001	-0.024304261	0.062889989	-0.305844951	-0.122969632	0.010490959	0.17139768	-0.085577898
VC1002	0.027889975	0.177046144	0.033740814	0.147799898	-8.50543E-06	0.102587929	-0.019533401
VC1003	0.253871926	-0.892155611	-0.858094216	-0.676713244	0.570333013	0.761610392	-0.186724962
VC1004	0.34990804	-1.268570769	-1.053367947	-1.141025058	0.690251688	0.639418208	-0.329671749
VC1005	-0.24779458	0.442600483	-0.002072428	0.185086618	-0.051193462	0.116882385	-0.09270638
VC1006	-0.098486637	0.230030563	0.38440821	0.204065954	0.224976651	0.028463508	-0.039510712
VC1007	-0.217362588	-0.065479163	-0.270058526	0.154911299	0.591946326	-0.246559437	0.092379189
VC1008	-0.204069788	-0.089298102	-0.037476848	-0.002999861	-0.088746694	0.080112006	-0.041412776
VC1009	-0.063441508	0.005842265	-0.050662186	-0.028497879	-0.339780252	0.172832622	0.343549727
VC1010	0.155383595	0.125561698	0.349048512	0.392455119	0.520969932	0.005596876	-0.087113437
VC1011	0.03662981	0.522262238	0.37493773	0.518202209	0.883386804	0.2863688	0.504970048
VC1012	-0.159273509	0.358842359	0.480847457	0.574951841	1.256939651	0.205223901	0.203871795
VC1013	-0.111045763	0.628605615	0.622088725	0.566774585	0.969684928	0.565521868	0.465345046
VC1014	0.087057702	0.215296963	0.348675698	0.374332082	1.172329233	0.227569451	0.278485093
VC1015	0.05252099	-0.078986619	0.072439107	0.033557984	0.045616299	0.137347279	0.443894828
VC1016	0.099745247	0.175246599	0.395508939	0.386528814	0.769763958	0.215776593	0.44824135
VC1017	-0.048181648	0.41846141	0.261798381	0.280874712	0.384452591	0.299232228	0.255322668
VC1018	-0.093376479	-0.088380224	-0.172071906	-0.156051826	-0.204434518	-0.157938988	0.114249974
VC1020	0.1329047	0.256016209	0.047583376	-0.018232515	#DIV/0!	-0.131022029	0.54933153
VC1021	0.029858163	-0.182229587	-0.297856841	-0.082171415	0.120166373	-0.19317499	0.421966975
VC1022	0.03405651	-0.118823603	-0.1204517	-0.058879882	0.010885964	-0.137750408	0.518280888
VC1023	0.141730108	-0.263240602	-0.113361442	-0.098860594	-0.248326929	0.134470004	0.298486688
VC1024	0.07687984	-0.036482061	-0.032021658	-0.134737116	0.163244459	-0.097352195	0.220636863
VC1025	-0.137439361	-0.333012039	-0.265198184	-0.36153728	-0.088480917	-0.29757102	-0.253758748
VC1026	-0.07309682	-0.082792396	0.018003959	-0.047374552	-0.032523956	0.082852928	0.08712749
VC1027	-0.090723391	0.022381361	0.090254094	-0.003278694	0.115225795	0.007385984	-0.046162943
VC1028	-0.002510777	0.013644931	-0.037784827	-0.069092072	0.069874258	0.066176015	0.051484503
VC1029	0.816251074	-0.682272862	-0.453420963	-0.844238449	-0.874596738	-0.652676344	-0.719157761
VC1030	-0.030154032	-0.121514876	-0.395029248	-0.729330157	-1.378141754	-0.313033493	-0.27969206
VC1031	0.192514484	-0.061478114	0.013632769	0.030112799	-0.334651926	0.071120334	-0.296059827
VC1032	0.251192103	-0.018474229	0.119620959	-0.078637248	0.621153499	0.106339124	-0.497707775
VC1033	0.030360105	0.276796265	0.538642043	0.47226581	1.808983971	0.302209475	0.414556605
VC1034	0.39184807	0.940077283	0.409642924	0.7307459	0.861668166	0.205208556	0.871767758
VC1035	0.29506557	0.007625473	-0.14677114	-0.190233977	0.248487943	-0.206822873	-0.285967832
VC1036	-0.206364329	-0.297257169	-0.568760324	-0.288636846	-0.126236576	-0.069767778	-0.221373718
VC1037	0.058306441	-0.10424011	-0.138333179	-0.098892292	0.132507952	-0.014782475	-0.046144382
VC1038	-0.296602381	0.675702677	0.892580189	0.641112554	0.382191778	0.054218191	0.459593898
VC1039	0.206017443	-0.171752997	-0.046101038	-0.185522563	-1.05678532	-0.043063346	-0.186505783
VC1040	0.157273754	0.193568653	0.297527154	0.301685886	0.243138902	0.296183276	0.340943022
VC1041	0.411942114	-0.009314031	0.057683178	0.027622847	-0.296145992	0.171393985	-0.010277882
VC1042	-0.169637775	0.137861112	0.158067827	0.228462814	-0.03080159	0.01986412	-0.070560776
VC1043	0.20671072	0.29947018	0.20856467	0.281102672	0.533032393	0.384351189	-0.31336882
VC1044	0.00352307	-0.528842259	-0.600144366	-0.386199634	-0.16128828	-0.367516208	0.14505571
VC1045	-0.031991337	-0.218042417	-0.252460876	-0.225233943	-0.078651099	-0.027639529	-0.112018198
VC1046	0.59622685	0.208133619	0.061893194	0.225796924	0.795732699	-0.109082252	0.094815712
VC1047	0.755637757	0.122254674	0.042658447	0.195838468	0.54919168	0.145007975	0.363818568
VC1048	0.137287768	0.026974575	-0.250667126	-0.174999411	0.170857665	-0.305816452	0.147945027
VC1049	-0.046246678	-0.030308563	-0.513631078	-0.419762726	-0.245889019	-0.272903862	-0.096236834
VC1050	0.277830906	0.067105329	-0.278592341	-0.253540938	-0.236244613	0.084361877	0.025420895
VC1051	0.51502004	0.48729844	0.683654539	0.410888369	0.829724832	0.251229772	0.599855065
VC1052	0.276224605	0.545910984	0.709809399	0.264964516	0.712849711	0.68337875	0.363312915
VC1053	-0.067466641	0.113302563	-0.053989291	0.087345548	0.154033606	0.025438697	0.212184606
VC1054	-0.156242719	0.146048773	0.04682063	0.026617093	0.022989026	0.182205028	0.174979323
VC1055	-0.059799797	-0.235633807	-0.247858765	-0.089324025	0.295121749	-0.097278261	0.921993045
VC1056	0.036615724	-0.236950368	-0.177083061	-0.185575301	0.482611128	0.09613268	0.391526028
VC1057	-0.537254314	0.310154317	0.406668505	0.584957294	0.250090975	0.288039332	1.340685412
VC1058	-0.059656496	0.034910144	0.308910803	0.217815531	-0.669588438	0.373030119	0.059610749
VC1059	0.265416269	-0.282370593	-0.48967593	-0.109301516	-0.013402925	-0.187016582	0.168032494
VC1060	-0.218891988	-0.013547663	-0.14329123	0.09631405	0.059314568	0.021451944	-0.115016874
VC1061	0.759772389	-0.530982677	-0.652381443	-0.956689443	-0.745048408	0.128438176	-0.673623646
VC1062	0.106202308	0.190441353	-0.093155921	-0.15616061	-0.426074968	0.162925885	-0.316780948
VC1063	-0.060951984	-0.553938829	-0.446118732	-0.797022037	-0.794802711	-0.317545925	0.149779826
VC1064	0.20335091	-0.620998908	-0.307974695	-0.681736014	-0.403758265	-0.317975124	-0.722118237
VC1065	-0.157497447	0.085143022	0.054131769	-0.014969727	-0.246799142	0.177864486	-0.078336713
VC1066	0.328230158	0.294133693	0.084703685	-0.140746302	-0.43156569	0.13418773	0.043666861
VC1067	0.248461593	0.66546613	0.593890465	0.601101244	0.7445303	0.23885403	0.811093307
VC1068	0.22990981	0.05435408	0.107160317	0.078975823	0.000886647	0.067877615	0.153135886
VC1069	0.002377269	-0.164282248	-0.062901182	-0.152612368	0.060039744	-0.028149081	-0.039536101
VC1070	0.42761741	1.91599E-05	0.2993812	0.105560165	0.354994807	0.424257439	0.168836946
VC1071	-0.193472237	0.142588559	0.05444354	0.012122856	0.411804729	0.209388503	-0.066540487
VC1072	0.428041461	0.200707539	0.253401396	0.231811825	1.910618761	-0.035981071	0.615613815
VC1073	0.083961399	-0.158517008	0.327884287	-0.143643999	-0.242520451	1.137290631	0.634412413
VC1074	-0.411632274	0.608532538	0.480061158	0.278101086	-0.094447117	0.468818288	0.094650945
VC1075	0.55905356	-0.328672975	-0.458054124	-0.458634791	-0.236183582	-0.363051596	0.20365156
VC1076	0.58524248	-0.115963377	-0.146110982	-0.199653335	-0.09126867	-0.043077692	0.387838361
VC1077	0.437595809	0.186140139	0.131165239	0.0832375	0.800356066	0.16736979	0.040426443
VC1078	-0.291451553	0.383903336	0.238737285	0.346813261	0.497310079	-0.250286931	0.608880694
VC1079	-0.174590292	-0.003702133	-0.107531337	0.030804297	0.160486147	-0.136870183	0.106745754
VC1080	-0.161516207	1.238302481	0.502754658	1.043204692	1.321632474	0.775145301	1.448722049
VC1081	-0.120014808	0.410837429	0.113720184	0.182292397	0.422949953	0.391122265	0.168467339
VC1082	-0.311469564	0.699789657	0.061984928	0.164906716	1.180978584	0.585982664	0.242722802
VC1083	0.924277715	0.111124236	0.158738159	0.021062709	0.123870129	0.339140749	0.087013826
VC1084	-0.216826829	0.169558844	0.179742367	-0.068717563	0.205242831	0.343843829	-0.208220709
VC1085	-0.156195363	0.163577318	0.020964033	-0.007428884	0.322236057	0.345670015	0.699770251
VC1086	0.730665658	0.563906569	0.176625586	0.223178616	0.685980597	0.189515951	-0.184722836
VC1087	0.125070697	0.111954138	0.17194352	-0.054083234	0.495569995	0.158417315	-0.260582718
VC1088	0.521789411	0.135803805	-0.052931874	-0.177281702	-0.391538416	0.157858449	-0.486647323
VC1089	1.33165962	1.395930597	-0.272348013	-0.085623949	1.479093812	0.537739415	0.037630869
VC1090	1.033339483	-0.005056753	0.295505956	0.474329463	-0.747636316	-0.217044201	0.091125534
VC1091	1.672577171	-0.059818685	-0.393832757	-0.18195865	-0.138416497	0.30084425	-0.788594472
VC1092	1.641995322	0.042156951	-0.301302195	0.123457821	-0.220159547	-0.117585389	0.074837175
VC1093	1.296773304	-0.029830721	-0.138612103	0.024555445	-0.171263164	0.298479086	-0.294917583
VC1094	1.346561247	-0.266496102	-0.395004277	-0.192474114	-0.310153926	-0.087660028	-0.235314772
VC1095	1.22752921	-0.232835295	-0.415545652	-0.161468181	-0.131246846	0.101280326	-0.417548957
VC1096	0.059340122	0.009978185	-0.130314414	0.022607526	0.282899704	-0.051843587	-0.013494349
VC1097	-0.486477831	-0.250940944	0.044201661	-0.073784875	-0.232322677	0.152955589	0.457917882
VC1098	-0.736346631	-0.352639365	-0.554121478	-0.280782438	-0.093051856	-0.249087484	-0.142930932
VC1099	0.241189023	0.044932139	0.220782141	0.021126895	0.149784303	0.327905895	-0.132087447
VC1100	-0.221320679	0.098347366	0.532512598	0.183122134	-0.026406333	0.546934651	0.434076467
VC1101	0.187589321	0.230904877	0.25821482	0.094320158	-0.169458194	0.324522028	0.97220018
VC1102	-0.004956165	-0.146723046	-0.146603551	-0.125829363	0.073927812	0.209709359	0.068809101
VC1103	0.400977374	0.228298899	-0.085394499	-0.214214172	-0.184951119	0.085426912	-0.174792876
VC1104	-0.063723855	-0.051193146	-0.098419813	-0.195388371	0.181124226	0.045506601	-0.203251746
VC1105	0.013764696	0.373049609	0.520559592	0.44253571	0.520557922	0.254816937	0.499996796
VC1106	-0.152275118	-0.113769717	-0.16276969	-0.213389904	0.044034465	-0.090271751	0.035281759
VC1107	0.032123575	-0.368133399	-0.369776371	-0.432333576	-0.467392383	-0.218747681	-0.395885044
VC1108	0.142181151	-0.134193877	-0.060555793	-0.231525858	-0.160036006	-0.040238013	0.048777843
VC1109	-0.165882883	0.112755558	0.031998217	0.246462696	0.038212108	-0.135873865	0.301511629
VC1110	0.035724771	-0.171797939	-0.027768673	-0.092587753	-0.151320643	-0.047916764	-0.342077045
VC1111	-0.124729604	0.125970656	0.020351538	0.105884454	0.339198083	-0.157024551	-0.002702785
VC1112	-0.303381434	0.048221176	-0.100586748	0.107150997	0.323134396	-0.173735221	0.008500397
VC1113	-0.25194867	-0.122987575	0.018412676	-0.079508254	-0.362359867	0.758967218	0.040513303
VC1114	-0.981688274	0.344752471	-1.308331527	-0.922256597	-1.170579658	-0.365989261	-0.701908295
VC1115	-0.101935267	0.485946338	-0.303899938	-0.284838284	-0.420730689	0.02091561	-0.297794575
VC1116	-0.353361872	-0.042582981	-0.06261987	0.085062894	0.271349864	0.050077848	-0.078185546
VC1117	0.12850481	0.084190432	0.213030985	0.053576932	-0.141854921	0.156203063	-0.066822448
VC1118	-0.366334855	0.694761005	0.292143679	0.390360393	0.265703112	0.324615267	0.394737255
VC1119	-0.279628672	0.109049407	-0.055554388	-0.10564099	0.32765672	0.308882706	0.111139595
VC1120	0.029836867	-0.01266573	0.124390762	0.122961386	-0.442054279	0.047733766	0.20100286
VC1121	0.202807192	0.039727377	0.016811061	-0.108536119	-0.026583457	-0.020778727	0.104897316
VC1122	0.051451728	0.048712436	0.093723662	0.081059331	0.116076414	0.05195009	0.004932024
VC1123	-0.091317931	0.19121585	0.183169522	0.20235295	0.059725067	0.084657762	0.159202619
VC1124	0.185428799	0.131678774	0.242565553	0.055147033	0.180336301	-0.035494936	-0.104138932
VC1125	-0.206554314	0.351810256	0.409746076	0.31379095	0.334202098	0.274147913	0.298970681
VC1126	-0.306308026	-0.832678899	-0.852392289	-0.628647223	-0.28929115	-0.311624138	-0.224537117
VC1127	-0.222619326	-0.350963765	-0.618700561	-0.514049293	0.052450291	-0.23772741	0.266481952
VC1128	-0.355989862	-0.370797547	-0.515998842	-0.315244998	0.230088691	-0.289379115	0.079451307
VC1129	-0.443259222	0.63788108	0.653654622	0.753996712	0.08548711	-0.112393204	0.139819256
VC1130	1.562404902	-0.143685411	0.101547003	0.184883424	-2.198901217	-0.153010135	0.501499402
VC1131	0.075899457	-0.268738051	-0.226733451	-0.403145005	0.54712511	0.129952726	0.487371902
VC1132	0.255863483	-0.056183173	-0.181953664	-0.233174063	-0.279076818	-0.169569785	0.316858724
VC1133	0.026588788	0.056328734	-0.285648832	-0.197539506	0.171110578	-0.348214223	-0.132259565
VC1134	-0.06046444	-0.246238443	0.058545477	-0.104787907	-0.256076086	-0.011250747	0.129904375
VC1135	0.172172843	-0.115331248	-0.196915047	-0.194581739	-0.123228265	-0.295701961	-0.30511636
VC1136	0.050143757	-0.051848311	-0.043496464	-0.131486257	0.499739663	0.178318494	-0.13290485
VC1137	0.103945648	-0.080464906	-0.26658396	-0.184615937	0.537977709	-0.185025204	0.105914872
VC1138	0.03553244	-0.216132296	-0.303659457	-0.347436907	-0.490001909	-0.254990308	-0.459019348
VC1139	0.032340774	-0.146922898	-0.165115045	-0.122279531	-0.679032256	-0.108996188	-0.177608159
VC1140	-0.184063845	-0.12083471	-0.269480291	-0.06145212	0.257610539	-0.203112546	0.701140492
VC1141	0.772365673	-0.30503743	-0.517995844	-0.250536125	-0.265425277	-0.318432883	-0.416169876
VC1142	1.556586614	-0.60073622	-0.57630316	-0.293225081	-2.962128339	-0.404114312	-0.480086169
